category,raw_reviews,analyze_reviews,Positive,Neutral,Negative,trust,surprise,joy,anticipation,TopKeyword
Madone_5_2,best       i ve paid in a long time ,best paid long time,0.583,0.417,0.0,0.0,0.0,0.0,1.0,"['time', 'paid', 'long']"
Madone_5_2,power tranfser s fantastic ,power tranfser fantastic,0.643,0.357,0.0,0.0,0.0,0.0,,"['power', 'fantastic', 'tranfser']"
Madone_5_2,stiff  fast and light for a the price      lbs    cm  a thing of beauty ,stiff fast light price lbs thing beauty,0.388,0.612,0.0,0.0,0.0,0.3333333333333333,,"['stiff', 'beauty', 'fast', 'light', 'price', 'lbs', 'thing']"
Madone_5_2,light  responsive  wonderful climber,light responsive wonderful climber,0.756,0.244,0.0,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.1428571428571428,"['light', 'climber', 'responsive', 'wonderful']"
Madone_5_2,light      lbs for    cm  accelerates fast faster than my mtb anyway compared with the scandium framed bianchi i feel that the oclv carbon frame does absorb vibration better lifetime warranty  major selling point i must admit that it definately helps when trek has a price cut with the madone      ,light lbs accelerates fast faster mtb anyway compared scandium framed bianchi feel oclv carbon frame absorb vibration better lifetime warranty major selling point must admit definately helps trek price cut madone,0.201,0.742,0.058,0.3333333333333333,0.0,0.0,,"['light', 'madone', 'lbs', 'accelerates', 'fast', 'faster', 'mtb', 'compared', 'scandium', 'framed']"
Madone_5_2,awesome bike ,awesome bike,0.804,0.196,0.0,0.0,0.0,0.0,,"['awesome', 'bike']"
Madone_5_2,ultegra hardware  super light  fairly stiff  loves to climb  likes to go fast even more  all carbon  although other reviews knock the saddle  i really like it and find it very comfy ,ultegra hardware super light fairly stiff loves climb likes fast even carbon although reviews knock saddle really like find comfy,0.452,0.548,0.0,0.3333333333333333,0.0,0.0,,"['ultegra', 'comfy', 'hardware', 'super', 'light', 'fairly', 'stiff', 'loves', 'climb', 'fast']"
Madone_5_2,egronomically sound  fast  beautiful to look at  i have a project one  and efficient at putting power to the road ,egronomically sound fast beautiful look project one efficient putting power road,0.427,0.573,0.0,0.2,0.0,0.2,0.2,"['egronomically', 'road', 'sound', 'fast', 'beautiful', 'project', 'efficient', 'putting', 'power']"
Madone_5_2,the weight is so  so light s  it is just incredible  and the way it takes the turns   as other people says  the frame is very stiff   a good bike  especially for the ligth guys like me  you know  riding in the mountains and so ,weight light incredible way takes turns people says frame stiff good bike especially ligth guys like know riding mountains,0.25,0.75,0.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.1333333333333333,"['weight', 'mountains', 'light', 'incredible', 'turns', 'people', 'frame', 'stiff', 'good', 'bike']"
Madone_5_2,look  ride comfort  smooth shifting  price and performance,look ride comfort smooth shifting price performance,0.294,0.706,0.0,0.25,0.0,0.25,0.25,"['performance', 'ride', 'comfort', 'smooth', 'shifting', 'price']"
Madone_5_2,very comfortable  a more springy and responsive ride   straight forks vs curved forks probably part of it ,comfortable springy responsive ride straight forks curved forks probably part,0.524,0.476,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,"['comfortable', 'part', 'forks', 'springy', 'responsive', 'ride', 'straight', 'curved']"
Madone_5_2,feels like it wants to fly  extremely smooth ride as compared to my previous trek      aluminum frame ,feels like wants fly extremely smooth ride compared previous trek aluminum frame,0.185,0.815,0.0,0.0,0.0,0.0,,"['feels', 'frame', 'fly', 'extremely', 'smooth', 'ride', 'compared', 'previous', 'trek', 'aluminum']"
Madone_5_2,zippy ride   quiet shifting routine   integrated flight deck computer amazing ,zippy ride quiet shifting routine integrated flight deck computer amazing,0.297,0.703,0.0,0.25,0.0,0.0,,"['zippy', 'amazing', 'ride', 'quiet', 'shifting', 'routine', 'integrated', 'flight', 'deck', 'computer']"
Madone_5_2,,,0.0,1.0,0.0,0.0,0.0,0.0,,[]
Madone_5_2,,,0.0,1.0,0.0,0.0,0.0,0.0,,[]
Madone_5_2,light  fast  and good looking ,light fast good looking,0.492,0.508,0.0,0.2,0.2,0.2,0.2,"['light', 'fast', 'good']"
Madone_5_2,stiff as can be  ultegra gear works great  carbon frame makes long rides comfortable  solid company behind it  looks fantastic ,stiff ultegra gear works great carbon frame makes long rides comfortable solid company behind looks fantastic,0.512,0.488,0.0,0.0,0.0,0.0,0.25,"['stiff', 'fantastic', 'ultegra', 'gear', 'works', 'great', 'carbon', 'frame', 'makes', 'long']"
Madone_5_2,this thing runs like a scalded dog  ,thing runs like scalded dog,0.385,0.615,0.0,0.0,0.0,0.0,,"['thing', 'dog', 'runs', 'scalded']"
Madone_5_2,overall balance stiff but easy to ride ,overall balance stiff easy ride,0.42,0.58,0.0,0.0,0.0,0.0,,"['ride', 'balance', 'stiff', 'easy']"
Madone_5_2,very comfortable frame wigh good stiffness and shock absorbtion  the    speed ultegra works very well and i really like the comfort and shape of the new ultegra shifters  the bike is a little lighter than my      trek      and feels slightly stiffer and little more responsive  but it is just as comfortable after    miles or so ,comfortable frame wigh good stiffness shock absorbtion speed ultegra works well really like comfort shape new ultegra shifters bike little lighter trek feels slightly stiffer little responsive comfortable miles,0.447,0.492,0.061,0.1666666666666666,0.1111111111111111,0.1111111111111111,0.1666666666666666,"['miles', 'comfortable', 'ultegra', 'frame', 'wigh', 'good', 'stiffness', 'shock', 'absorbtion', 'speed']"
Madone_5_2,treks lifetime warranty on the frame  the dura ace components  the compact drive is sweet  price for a carbon bike with dura ace  finding a carbon frame in the    cm size at this price,treks lifetime warranty frame dura ace components compact drive sweet price carbon bike dura ace finding carbon frame size price,0.136,0.864,0.0,0.3,0.1,0.1,0.1,"['dura', 'ace', 'treks', 'frame', 'price', 'carbon', 'lifetime', 'warranty', 'components', 'compact']"
Madone_5_2,i used to ride a buddies old trek      and this bike just blew me away  it has a great ride  sharp handling  i love this bike and it s a blast to ride ,used ride buddies old trek bike blew away great ride sharp handling love bike blast ride,0.372,0.628,0.0,0.0,0.1666666666666666,0.1666666666666666,,"['ride', 'bike', 'buddies', 'trek', 'blew', 'great', 'sharp', 'handling', 'love', 'blast']"
Madone_5_2,frame is a     perfect combination of stiffness and shock absorbing  great price  you would be hard pressed to find a better bike in this price range ,frame perfect combination stiffness shock absorbing great price would hard pressed find better bike price range,0.416,0.428,0.156,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,"['frame', 'range', 'price', 'perfect', 'combination', 'stiffness', 'shock', 'absorbing', 'great', 'hard']"
Madone_5_2,stiff  light  supple  lifetime warranty ,stiff light supple lifetime warranty,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,,"['stiff', 'warranty', 'light', 'supple', 'lifetime']"
Madone_5_2,stable frame and fork arrangement  stiff and responsive  after only     miles  i already feel settled in ,stable frame fork arrangement stiff responsive miles already feel settled,0.37,0.63,0.0,0.3333333333333333,0.0,0.0,0.1666666666666666,"['stable', 'settled', 'frame', 'fork', 'arrangement', 'stiff', 'responsive', 'miles', 'feel']"
Madone_5_2,it climbs like a scared cat chased by a pack of dogs  the frame absorbs vibration to make the ride truely comfortable  it sprints extremely well  the shifting is smooth and accurate  in short  it is the whole package ,climbs like scared cat chased pack dogs frame absorbs vibration make ride truely comfortable sprints extremely well shifting smooth accurate short whole package,0.272,0.631,0.096,0.5,0.0,0.0,,"['climbs', 'package', 'scared', 'cat', 'chased', 'pack', 'dogs', 'frame', 'absorbs', 'vibration']"
Madone_5_2,excellet geometry and frame stiffness with a subtle ride  i am    and    lbs   cool blue metalflake with white trim ,excellet geometry frame stiffness subtle ride lbs cool blue metalflake white trim,0.173,0.827,0.0,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,"['excellet', 'trim', 'geometry', 'frame', 'stiffness', 'subtle', 'ride', 'lbs', 'cool', 'blue']"
Madone_5_2,immediate power tranfer  responsive handling  lifetime frame warranty  lifetime service from my lbs ,immediate power tranfer responsive handling lifetime frame warranty lifetime service lbs,0.2,0.8,0.0,0.4,0.0,0.0,0.2,"['lbs', 'lifetime', 'power', 'tranfer', 'responsive', 'handling', 'frame', 'warranty', 'service']"
Madone_5_2,stiff but forgiving and comfortable  stable  but responsive ,stiff forgiving comfortable stable responsive,0.916,0.084,0.0,0.375,0.0,0.0,0.125,"['stiff', 'responsive', 'forgiving', 'comfortable', 'stable']"
Madone_5_2, frame stiffness  incredible energy transmission to wheels  road vibrations absorption  ,frame stiffness incredible energy transmission wheels road vibrations absorption,0.208,0.792,0.0,0.0,0.0,0.0,,"['frame', 'absorption', 'stiffness', 'incredible', 'energy', 'transmission', 'wheels', 'road', 'vibrations']"
Madone_5_2,lightweight  stiff   responsive  looks like a million     in the custom paint  all white   goes a lot faster than i can ,lightweight stiff responsive looks like million custom paint white goes lot faster,0.333,0.667,0.0,0.25,0.0,0.125,0.25,"['lightweight', 'faster', 'stiff', 'responsive', 'million', 'custom', 'paint', 'white', 'lot']"
Madone_5_2,good value for money  full ultegra accelorates like a rocketexcellent climberstiffcomfortable ridei like the stock saddle  bonty race lite luxe handles well,good value money full ultegra accelorates like rocketexcellent climberstiffcomfortable ridei like stock saddle bonty race lite luxe handles well,0.47,0.53,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,"['good', 'money', 'full', 'ultegra', 'accelorates', 'rocketexcellent', 'climberstiffcomfortable', 'ridei', 'stock', 'saddle']"
Madone_5_2,climbing       also  the flexibility of selecting exactly the components i wanted via trek s project one program  finally  the sheer value for the money spent ,climbing also flexibility selecting exactly components wanted via trek project one program finally sheer value money spent,0.242,0.758,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,"['climbing', 'spent', 'flexibility', 'selecting', 'components', 'wanted', 'trek', 'project', 'program', 'finally']"
Madone_5_2,smooth ride which is why i bought it ,smooth ride bought,0.0,1.0,0.0,0.0,0.0,0.0,,"['smooth', 'bought', 'ride']"
Madone_5_2,comfortable ride  ultegra    components shift very nicely even with a triple ,comfortable ride ultegra components shift nicely even triple,0.508,0.492,0.0,0.0,0.0,0.0,,"['comfortable', 'triple', 'ride', 'ultegra', 'components', 'shift', 'nicely']"
Trek2100,ride  handling  component group,ride handling component group,0.0,1.0,0.0,0.0,0.0,0.0,,"['ride', 'group', 'handling', 'component']"
Trek2100,great value for the money  especially on sale  ultegra  rear low count spokesspd pedals standard,great value money especially sale ultegra rear low count spokesspd pedals standard,0.369,0.511,0.119,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,"['great', 'standard', 'money', 'sale', 'ultegra', 'rear', 'low', 'count', 'spokesspd', 'pedals']"
Trek2100,good entry level bike  though you can get a lot more for the money if you are willing to buy used  very risky though ,good entry level bike though get lot money willing buy used risky though,0.185,0.701,0.115,0.1875,0.125,0.125,0.1875,"['good', 'entry', 'level', 'bike', 'lot', 'money', 'buy', 'risky']"
Trek2100,good strong bike   a good overall buy ,good strong bike good overall buy,0.752,0.248,0.0,0.2,0.2,0.2,0.2,"['buy', 'good', 'strong', 'bike']"
Trek2100,    is super solid and besides for the seat and pedals the bike is really well specd  for the price ,super solid besides seat pedals bike really well specd price,0.53,0.47,0.0,0.0,0.0,0.0,,"['super', 'price', 'solid', 'seat', 'pedals', 'bike', 'specd']"
Trek2100,  very responsive  good components for the price   comfortable and smooth,responsive good components price comfortable smooth,0.744,0.256,0.0,0.25,0.125,0.125,0.25,"['responsive', 'smooth', 'good', 'components', 'price', 'comfortable']"
Trek2100,cost  drivetrain  feel,cost drivetrain feel,0.0,1.0,0.0,0.0,0.0,0.0,,"['cost', 'feel', 'drivetrain']"
Trek2100,very stiff  pretty light  nice and fast ,stiff pretty light nice fast,0.667,0.333,0.0,0.2,0.0,0.2,0.2,"['stiff', 'fast', 'pretty', 'light', 'nice']"
Trek2100,acceleration  price  weight  and it looks really good ,acceleration price weight looks really good,0.39,0.61,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,"['acceleration', 'good', 'price', 'weight']"
Trek2100,nice ride  very valuable price ,nice ride valuable price,0.747,0.253,0.0,0.0,0.0,0.0,,"['nice', 'price', 'ride', 'valuable']"
Trek2100,carbon frame components  price  overall quality ,carbon frame components price overall quality,0.0,1.0,0.0,0.0,0.0,0.0,,"['carbon', 'quality', 'frame', 'components', 'price']"
Trek2100,carbon seat stays   trek s best aluminum frame   good price for what you get   made in the usa,carbon seat stays trek best aluminum frame good price get made usa,0.415,0.585,0.0,0.2,0.2,0.2,0.2,"['carbon', 'usa', 'seat', 'stays', 'trek', 'aluminum', 'frame', 'good', 'price', 'made']"
Trek2100,decently stiff frame and good shifting from ultegra derailure ,decently stiff frame good shifting ultegra derailure,0.326,0.674,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,"['decently', 'derailure', 'stiff', 'frame', 'good', 'shifting', 'ultegra']"
Trek2100,   speeds  responsive and lightweight  smooth  geometry fits my taller frame  best bike i could imagine under       ,speeds responsive lightweight smooth geometry fits taller frame best bike could imagine,0.401,0.599,0.0,0.2,0.0,0.0,0.2,"['speeds', 'imagine', 'responsive', 'lightweight', 'smooth', 'geometry', 'fits', 'taller', 'frame', 'bike']"
Trek2100,very light and easy to take off,light easy take,0.592,0.408,0.0,0.0,0.0,0.0,,"['light', 'easy']"
Trek2100,drive trainrigidityhandling,drive trainrigidityhandling,0.0,1.0,0.0,0.0,0.0,0.0,,"['drive', 'trainrigidityhandling']"
Trek2100,power transfer is unreal ,power transfer unreal,0.0,1.0,0.0,0.0,0.0,0.0,,"['power', 'unreal', 'transfer']"
Trek2100,light weight  great on hills  very good on twisty turny courses ,light weight great hills good twisty turny courses,0.538,0.462,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,"['light', 'weight', 'great', 'hills', 'good', 'twisty', 'turny']"
Trek2100,light weight  great component group for the money  mine has     components on the front with ultegra rear  cane creek brakes are fine  don t use brakes much anyway do we  it will handle aerobars when i want  seat is fine  shifting very good  great climbing bike ,light weight great component group money mine components front ultegra rear cane creek brakes fine use brakes much anyway handle aerobars want seat fine shifting good great climbing bike,0.41,0.59,0.0,0.1304347826086956,0.1304347826086956,0.1304347826086956,0.1304347826086956,"['light', 'bike', 'great', 'brakes', 'fine', 'weight', 'group', 'money', 'mine', 'front']"
Trek2100,the trek      is a smooth riding bike  climbs great  half the effort of my previous ride ,trek smooth riding bike climbs great half effort previous ride,0.313,0.687,0.0,0.0,0.0,0.0,,"['trek', 'ride', 'smooth', 'riding', 'bike', 'climbs', 'great', 'half', 'effort', 'previous']"
Trek2100,dependable  climbs and climbs  the more i learn about riding the better it performs ,dependable climbs climbs learn riding better performs,0.326,0.674,0.0,0.0,0.0,0.0,,"['dependable', 'performs', 'climbs', 'learn', 'riding']"
Trek2100,shimano     good for the price  nice fit for big guys you can deliver a pounding  the price has dropped so you can get this bike a very good price now  good for commuting ,shimano good price nice fit big guys deliver pounding price dropped get bike good price good commuting,0.538,0.462,0.0,0.2,0.2,0.2,0.2,"['good', 'price', 'shimano', 'commuting', 'nice', 'fit', 'big', 'guys', 'deliver', 'pounding']"
Trek2100,,,0.0,1.0,0.0,0.0,0.0,0.0,,[]
Trek2100,ultegra flight deckultegra rear derailier    cranks    front derailier    brakesbontrager race equippedcarbon fork and carbon seat stays,ultegra flight deckultegra rear derailier cranks front derailier brakesbontrager race equippedcarbon fork carbon seat stays,0.0,1.0,0.0,0.0,0.0,0.0,,"['ultegra', 'stays', 'derailier', 'flight', 'deckultegra', 'rear', 'cranks', 'front', 'brakesbontrager', 'race']"
Trek2100,carbon seatstays and forkultegra rear derailleurexternal bb race lite crankshandling and smooth as silk ride,carbon seatstays forkultegra rear derailleurexternal race lite crankshandling smooth silk ride,0.0,1.0,0.0,0.0,0.0,0.0,,"['carbon', 'ride', 'seatstays', 'forkultegra', 'rear', 'derailleurexternal', 'race', 'lite', 'crankshandling', 'smooth']"
Trek2100,comfortable and light,comfortable light,0.767,0.233,0.0,0.0,0.0,0.0,,"['comfortable', 'light']"
Trek2100,great frame for the price same as      and       bontrager components perform  comfortable for long rides yet still responsive ,great frame price bontrager components perform comfortable long rides yet still responsive,0.524,0.476,0.0,0.25,0.0,0.0,0.5,"['great', 'responsive', 'frame', 'price', 'bontrager', 'components', 'perform', 'comfortable', 'long', 'rides']"
Trek2100,geometry  carbon fiber  ultrega rd      elsewhere ,geometry carbon fiber ultrega elsewhere,0.0,1.0,0.0,0.0,0.0,0.0,,"['geometry', 'carbon', 'fiber', 'ultrega']"
Trek2100,stiff  solid  nice feel  relativly good components for the price ,stiff solid nice feel relativly good components price,0.593,0.407,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,"['stiff', 'price', 'solid', 'nice', 'feel', 'relativly', 'good', 'components']"
Trek2100,light  great climbing frame  the carbon stays are not a gimmick  very smooth riding bike ,light great climbing frame carbon stays gimmick smooth riding bike,0.313,0.687,0.0,0.0,0.0,0.0,,"['light', 'bike', 'great', 'climbing', 'frame', 'carbon', 'stays', 'gimmick', 'smooth', 'riding']"
Trek2100,upgraded components make this a great bike right out of the box ,upgraded components make great bike right box,0.406,0.594,0.0,0.0,0.0,0.0,,"['upgraded', 'box', 'components', 'make', 'great', 'bike']"
Trek2100,carbon seat stays  bontrager components  ultegra rear  quality pedals included  while other manufacturers do not include pedals  triple crank,carbon seat stays bontrager components ultegra rear quality pedals included manufacturers include pedals triple crank,0.0,1.0,0.0,0.0,0.0,0.0,,"['carbon', 'crank', 'pedals', 'seat', 'stays', 'bontrager', 'components', 'ultegra', 'rear', 'quality']"
Trek2100,value  rear derailer  frame,value rear derailer frame,0.444,0.556,0.0,0.0,0.0,0.0,,"['frame', 'rear', 'derailer']"
Trek2100,the intire bike ,intire bike,0.0,1.0,0.0,0.0,0.0,0.0,,"['intire', 'bike']"
Trek2100,for a beginner the bike feels very solid and inspires confidence  great coler  silver and carbon looks great,beginner bike feels solid inspires confidence great coler silver carbon looks great,0.696,0.304,0.0,0.2,0.0,0.2,,"['beginner', 'great', 'bike', 'feels', 'solid', 'inspires', 'confidence', 'coler', 'silver', 'carbon']"
Trek2100,frame  carbon fork  seat post,frame carbon fork seat post,0.0,1.0,0.0,0.0,0.0,0.0,,"['frame', 'post', 'carbon', 'fork', 'seat']"
Trek2100,this blend of carbon and aluminum makes for a workhorse of a bike  i m a big fan of the carbon sucking up the bumps but really keeping the torsional flex in check  all things bontrager ,blend carbon aluminum makes workhorse bike big fan carbon sucking bumps really keeping torsional flex check things bontrager,0.119,0.881,0.0,0.0,0.0,0.0,,"['blend', 'bontrager', 'carbon', 'aluminum', 'makes', 'workhorse', 'bike', 'big', 'fan', 'sucking']"
Trek2100,great ride  bike handles well  carbon seatpost and fork ,great ride bike handles well carbon seatpost fork,0.508,0.492,0.0,0.0,0.0,0.0,,"['great', 'fork', 'ride', 'bike', 'handles', 'carbon', 'seatpost']"
Trek2100,light and fast a great frame that can upgraded as parts wear out carbon seat stays really do make a difference ,light fast great frame upgraded parts wear carbon seat stays really make difference,0.255,0.745,0.0,0.5,0.0,0.0,,"['light', 'difference', 'fast', 'great', 'frame', 'upgraded', 'parts', 'wear', 'carbon', 'seat']"
Trek2100,light frame and oclv parts  make this a fast enjoyable bike to ride  shimano and bontrager components very nice ,light frame oclv parts make fast enjoyable bike ride shimano bontrager components nice,0.341,0.659,0.0,0.0,0.0,0.0,,"['light', 'nice', 'frame', 'oclv', 'parts', 'make', 'fast', 'enjoyable', 'bike', 'ride']"
Trek2100,smoothe ride  very upgradable bike  i like the bontrager parts ,smoothe ride upgradable bike like bontrager parts,0.294,0.706,0.0,0.0,0.0,0.0,,"['smoothe', 'parts', 'ride', 'upgradable', 'bike', 'bontrager']"
Trek2100,the trek custom alloy  zr     is stregnth equall to titanium  lighter than steel  the oclv carbon is light and stronger than competeting carbon ,trek custom alloy stregnth equall titanium lighter steel oclv carbon light stronger competeting carbon,0.167,0.833,0.0,0.0,0.0,0.0,,"['trek', 'carbon', 'custom', 'alloy', 'stregnth', 'equall', 'titanium', 'lighter', 'steel', 'oclv']"
Trek2100,handbuilt in the usa  ultegra      carbon post and bontrager wheelset ,handbuilt usa ultegra carbon post bontrager wheelset,0.0,1.0,0.0,0.0,0.0,0.0,,"['handbuilt', 'wheelset', 'usa', 'ultegra', 'carbon', 'post', 'bontrager']"
Trek1_5,frame  build  aestetics  bang for buck  upgradability ,frame build aestetics bang buck upgradability,0.0,1.0,0.0,0.0,0.1818181818181818,0.0,,"['frame', 'upgradability', 'build', 'aestetics', 'bang', 'buck']"
Trek1_5,price  overall good introductory bike ,price overall good introductory bike,0.42,0.58,0.0,0.2,0.2,0.2,0.2,"['price', 'bike', 'good', 'introductory']"
Trek1_5,light framecomfortable,light framecomfortable,0.0,1.0,0.0,0.0,0.0,0.0,,"['light', 'framecomfortable']"
Trek1_5,the rare   cm frame came in handy for my      height it s been a perfect entry level racer  i especially enjoy zooming by tri bikes  and it looks great  i got the triple  but i never use those extra gears and probably should ve just stuck with the double ,rare frame came handy height perfect entry level racer especially enjoy zooming tri bikes looks great got triple never use extra gears probably stuck double,0.329,0.612,0.058,0.25,0.0,0.1666666666666666,0.1666666666666666,"['rare', 'double', 'frame', 'handy', 'height', 'perfect', 'entry', 'level', 'racer', 'enjoy']"
Trek1_5,light for aluminium durablelooks good,light aluminium durablelooks good,0.492,0.508,0.0,0.2,0.2,0.2,0.2,"['light', 'good', 'aluminium', 'durablelooks']"
Trek1_5,lightweight frame  for an aluminium looks are sharp price,lightweight frame aluminium looks sharp price,0.0,1.0,0.0,0.0,0.0,0.0,,"['lightweight', 'price', 'frame', 'aluminium', 'sharp']"
Trek1_5,,,0.0,1.0,0.0,0.0,0.0,0.0,,[]
Emonda, a second season and an updated review  i had an engineer turned bike mechanic take a look at the bike  he discovered the problem in about    minutes the shifter cables were tangled inside the tube  fixed  and i stand by my overall rating for this bike  i ve been running on gp    s and the bike is fast enough on flats  and an incredible climber  i live in an area where if you turn left out my drive way you encounter a   mile road with an average    percent uphill grade  the other direction has an average   percent grade uphill  i live with hills and this is the perfect bike for me  it s also very comfortable for longer rides  i ve done three centuries with it an average    mph  without neck problems  one more thing  i don t care much for the stock wheels so i put some fulcrums on it ,second season updated review engineer turned bike mechanic take look bike discovered problem minutes shifter cables tangled inside tube fixed stand overall rating bike running bike fast enough flats incredible climber live area turn left drive way encounter mile road average percent uphill grade direction average percent grade uphill live hills perfect bike also comfortable longer rides done three centuries average mph without neck problems one thing care much stock wheels put fulcrums,0.15,0.818,0.032,0.0952380952380952,0.0,0.0476190476190476,0.1428571428571428,"['bike', 'average', 'percent', 'live', 'uphill', 'grade', 'fulcrums', 'season', 'updated', 'review']"
Emonda,      emonda sl   pro vs slr   i bought the sl   pro  and rode it for a couple weeks   then i had second thoughts and i tested them back to back on the los gatos creek trail  ca  first      mi out then back on each   then i came back the next day and took just the slr to hwy   in saratoga where i went  mi up and   down   these are my thoughts   the sl was great but heavy the slr   was magic the slr only really shines when i was climbing longer than     miles   prior to that  the aerodynamics and momentum made it carry in a similar way to the sl   but when the slr was great  it was more vibrant and spritely than anything i ve ever ridden    neither bike would rub anything when you stand up and sprint  i got the impression the ride quality of the slr was more harsh than the sl  but that may have been tire pressure   i did not verify they were the same i could get the slr to lurch forward while seated  spinning cranks with both feet easier  where as the sl  i found myself standing and pulling in order to punch up and move over a hill once the momentum ran out   again  weight   at about a      grade  if i m usually doing    on my cervelo  now i was doing        at a    grade if i was doing    now i was doing around       but this was only on a   mile climb where the first half was like    and the second was        and i was pretty stoked  so maybe i was pushing harder than usual   descending  neither impressed   on the sl  my fastest going down     was      mph  on the slr it was        mind  on my      cervelo r  with exposed mechanical cables but hed jet   wheels    mm deep  i can consistently hit      mph   on shallower grades at around     the slr was doing     mph where i was closer to    on my cervelo with hed wheels   so claims that the new aeolus pro     and rsl    shape for that matter  are about as good as   mm deep zipp     s i find questionable  the ride quality was terrific   the only time i felt less than comfortable was if i was going down through an underpass at     mph  over lots of cracks   then it bounced pretty hard   but i did ride    miles on the sl and i didn t wish it was cushier   i did do a    mile ride on the sl   the weight in the wheels didn t bother me for the first    miles  the next    were ambiguous  but the last     i did find it hard to get back up to speed and take advantage of that aero in the event i had to slow down for a turn or a stop light or a gust of wind   in th,emonda pro slr bought pro rode couple weeks second thoughts tested back back los gatos creek trail first back came back next day took slr hwy saratoga went thoughts great heavy slr magic slr really shines climbing longer miles prior aerodynamics momentum made carry similar way slr great vibrant spritely anything ever ridden neither bike would rub anything stand sprint got impression ride quality slr harsh may tire pressure verify could get slr lurch forward seated spinning cranks feet easier found standing pulling order punch move hill momentum ran weight grade usually cervelo grade around mile climb first half like second pretty stoked maybe pushing harder usual descending neither impressed fastest going mph slr mind cervelo exposed mechanical cables hed jet wheels deep consistently hit mph shallower grades around slr mph closer cervelo hed wheels claims new aeolus pro rsl shape matter good deep zipp find questionable ride quality terrific time felt less comfortable going underpass mph lots cracks bounced pretty hard ride miles wish cushier mile ride weight wheels bother first miles next ambiguous last find hard get back speed take advantage aero event slow turn stop light gust wind,0.177,0.742,0.082,0.1147540983606557,0.0655737704918032,0.0983606557377049,0.1311475409836065,"['slr', 'back', 'ride', 'mph', 'pro', 'cervelo', 'wheels', 'miles', 'quality', 'grade']"
Emonda, lots of people around me ride the domane  and while the idea of that was nice  i really liked the more traditional frame design of the emonda  the seat mast on the sl and slr models definitely aids in comfort  but doesn t have the same bobbing effect of the domane with the decoupler  addditionally  the lower headtube allows for a more agressive position for race day or fast flat riding  or a more upright position for longer days in the saddle ,lots people around ride domane idea nice really liked traditional frame design emonda seat mast slr models definitely aids comfort bobbing effect domane decoupler addditionally lower headtube allows agressive position race day fast flat riding upright position longer days saddle,0.23,0.725,0.046,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,"['lots', 'saddle', 'domane', 'position', 'people', 'ride', 'idea', 'nice', 'traditional', 'frame']"
Emonda, great light weight all purpose road bike and not just a climber  handles all types of roads and has been stable over    mph  it is just straight up fun to ride even after     miles in the saddle ,great light weight purpose road bike climber handles types roads stable mph straight fun ride even miles saddle,0.451,0.549,0.0,0.1428571428571428,0.0714285714285714,0.1428571428571428,0.1428571428571428,"['great', 'saddle', 'light', 'weight', 'purpose', 'bike', 'climber', 'handles', 'types', 'stable']"
Emonda, very much like the older madones of           in performance and handling   performance is outstanding and ride is great ,much like older madones performance handling performance outstanding ride great,0.602,0.398,0.0,0.0,0.0,0.25,,"['great', 'performance', 'older', 'madones', 'handling', 'outstanding', 'ride']"
Emonda, bike is light and nimble without being squirrely   excels on hills even with the      gearing it comes standard with  feels very stable on fast downhills   i ve road on smooth roads  pitted roads  and even a half mile of gravel on my first ride on this bike   for the price  i m more than impressed update    months later this bike has been constantly in the shop  the front shifter has been a nightmare  the original one failed and was replaced under warranty  two weeks in the shop  the replacement has had chronic problems and has made rides miserable   the cheap cable guard under the bottom bracket fell off during a ride  bike has been in the shop for eight days and counting  waiting for the part from shimano   i ve been riding my fifteen year old specialized roubaix  whch is far more reliable than the emonda  while the emonda the shop and wondering why the hell i didn t just get another specialized bottom line  frame is good  shimano sucks  and given my experience with this bike  i really can t recommend it to anyone else  new rating two stars for the frame ,bike light nimble without squirrely excels hills even gearing comes standard feels stable fast downhills road smooth roads pitted roads even half mile gravel first ride bike price impressed update months later bike constantly shop front shifter nightmare original one failed replaced warranty two weeks shop replacement chronic problems made rides miserable cheap cable guard bottom bracket fell ride bike shop eight days counting waiting part shimano riding fifteen year old specialized roubaix whch far reliable emonda emonda shop wondering hell get another specialized bottom line frame good shimano sucks given experience bike really recommend anyone else new rating two stars frame,0.107,0.726,0.167,0.1666666666666666,0.0476190476190476,0.0238095238095238,0.0238095238095238,"['bike', 'shop', 'ride', 'bottom', 'shimano', 'specialized', 'emonda', 'frame', 'roads', 'light']"
